what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1432657833203
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1432657833203
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1432657833204
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1432657833204
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1432657833205
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1432657833205
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1432657833205
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1432657833205
started,bundle,org.eclipse.cdt.cross.arm.gnu,0.5.4.201202210114,"org.eclipse.cdt.cross.arm.gnu",1432657833206
os,sysinfo,,,"linux",1432657833208
arch,sysinfo,,,"x86_64",1432657833208
ws,sysinfo,,,"gtk",1432657833208
locale,sysinfo,,,"en_US",1432657833208
processors,sysinfo,,,"4",1432657833208
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1432657833208
